Company Name,Company Description,Logo Path,Original Link,Country,Founded,Industry,Sector,Employees,CEO,Address,Phone,Website,Ticker Symbol,Exchange,Fiscal Year,Reporting Currency,CIK Code,CUSIP Number,ISIN Number,SIC Code,IPO Date,Stock Type,Employer ID,IPO Price,Share Class
"Aldeyra Therapeutics, Inc.","Aldeyra Therapeutics, Inc., a biotechnology company, develops and commercializes medicines for immune-mediated diseases.
Its lead product candidate is reproxalap, a reactive aldehyde species (RASP)modulator, which is in Phase III clinical trial for the treatment of dry eye diseases.
The company also develops ADX-629, an orally administered RASP modulator for treatment of COVID-19, atopic asthma, psoriasis, and alcohol intoxication; and ADX-2191, a dihydrofolate reductase inhibitor for the treatment retinitis pigmentosa, as well as rare retinal diseases characterized by inflammation and vision loss.
In addition, it develops ADX-246 in systemic immune-mediated disease; and ADX-248 in geographic atrophy.
The company was formerly known as Aldexa Therapeutics, Inc. and changed its name to Aldeyra Therapeutics, Inc. in March 2014.
Aldeyra Therapeutics, Inc. was incorporated in 2004 and is based in Lexington, Massachusetts.","Data/company_logos_stock_analysis\Aldeyra_Therapeutics,_Inc._logo.svg",https://stockanalysis.com/stocks/aldx/,United States,2004,Biotechnology,Healthcare,10,Todd Brady,"131 Hartwell Avenue, Suite 320
Lexington, Massachusetts 02421
United States",781 761 4904,aldeyra.com,ALDX,NASDAQ,January - December,USD,0001341235,01438T106,US01438T1060,2834,"May 2, 2014",Common Stock,,,
"Trevi Therapeutics, Inc.","Trevi Therapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on the development and commercialization of therapy Haduvio for the treatment of chronic cough in idiopathic pulmonary fibrosis (IPF) and refractory chronic cough (RCC) conditions targeting the central and peripheral nervous systems.
The company is developing Haduvio, an oral extended-release formulation of nalbuphine, which is in phase 2b Cough Reduction in IPF with nalbuphine ER (CORAL) clinical trial for treatment of chronic cough in patients with IPF; phase 2a Refractory Chronic Cough Improvement Via NAL ER (RIVER) clinical trial for reducing chronic cough in RCC patients; phase 2 clinical trial in patients with pruritus; phase 2b/3 clinical trial in patients with prurigo nodularis.
It has a license agreement with Endo Pharmaceuticals Inc. to develop and commercialize products incorporating nalbuphine hydrochloride in any formulation.
The company was incorporated in 2011 and is headquartered in New Haven, Connecticut.","Data/company_logos_stock_analysis\Trevi_Therapeutics,_Inc._logo.svg",https://stockanalysis.com/stocks/trvi/,United States,2011,Biotechnology,Healthcare,25,Jennifer Good,"195 Church Street, 16th Floor
New Haven, Connecticut 06510
United States",203 304 2499,trevitherapeutics.com,TRVI,NASDAQ,January - December,USD,0001563880,89532M101,US89532M1018,2834,"May 7, 2019",,45-0834299,$10.00,
"Chimerix, Inc.","Chimerix, Inc., a biopharmaceutical company, develops medicines to improve and extend the lives of patients facing deadly diseases.
Its pipeline products include ONC201 a program that is in Phase 3 clinical trial for treating patients with H3 K27M-mutant diffuse glioma, as well as in Phase 2 clinical trial for the treatment of rare neuroendocrine tumors; and ONC206, an imipridone, Dopamine Receptor D2 (DRD2) antagonist, and caseinolytic protease P (ClpP) agonist, which is in Phase 1 clinical trial for adult and pediatric patients with primary central nervous system tumors.
The company also develops ONC212, an imipridone agonist of the orphan G protein-coupled receptors (GPCR) tumor suppressor GPR132, as well as ClpP for oncology indications; and CMX521, a nucleoside analog antiviral drug candidate for the treatment of SARS-CoV-2.
It has license agreement with SymBio Pharmaceuticals to develop and commercialize TEMBEXA for human diseases other than orthopoxviruses, including smallpox.
Chimerix, Inc. was incorporated in 2000 and is headquartered in Durham, North Carolina.","Data/company_logos_stock_analysis\Chimerix,_Inc._logo.svg",https://stockanalysis.com/stocks/cmrx/,United States,2000,Biotechnology,Healthcare,72,Michael Andriole,"2505 Meridian Parkway, Suite 100
Durham, North Carolina 27713
United States",919 806 1074,chimerix.com,CMRX,NASDAQ,January - December,USD,0001117480,16934W106,US16934W1062,2834,"Apr 11, 2013",Common Stock,33-0903395,,
Neurogene Inc.,"Neurogene Inc., a biotechnology company, develops genetic medicines for rare neurological diseases.
The company's product candidates include NGN-401 which is packaged in an adeno-associated virus 9 that is in Phase 1/2 clinical trial for the treatment of Rett syndrome; and NGN-101, a conventional gene therapy candidate that is in Phase 1/2 clinical trial to treat CLN5 Batten disease.
It has a license agreement with The University of North Carolina, the University of Edinburgh, Virovek, Inc., and Sigma-Aldrich Co. LLC.
The company is headquartered in New York, New York.",Data/company_logos_stock_analysis\Neurogene_Inc._logo.svg,https://stockanalysis.com/stocks/ngne/,United States,2003,Biotechnology,Healthcare,91,Rachel McMinn,"535 W 24th Street, 5th Floor
New York, New York 10011
United States",855 508 3568,neurogene.com,NGNE,NASDAQ,January - December,USD,0001404644,64135M105,US64135M1053,2834,,Common Stock,98-0542593,,
Immutep Limited,"Immutep Limited, a late-stage biotechnology company, engages in developing novel LAG-3 related immunotherapies for cancer and autoimmune diseases in Australia.
Its lead product candidate is the eftilagimod alpha (efti or IMP321), a soluble LAG-3lg fusion based, which is in clinical development for the treatment of different types of cancers.
The company’s product pipeline also includes TACTI-004, which is in phase III clinical trial for the treatment of first line non-small cell lung cancer (1L NSCLC); TACTI-003, which is in phase IIb clinical trial to treat first line head and neck squamous cell carcinoma (HNSCC); TACTI-002, which in phase II trial for the treatment NSCLC and HNSCC; AIPAC-003, which is in phase II/III clinical trial to treat metatastic breast cancer; and EFTISARC-NEO, which is in phase II clinical trial for the treatment of soft tissue sarcoma.
In addition, it develops INSIGHT-003, which is in phase I to treat 1L NSCLC and solid tumors; INSIGHT-005, which is in phase I to treat metastatic urothelial cancer; IMP761, which is in preclinical trial to treat autoimmune disease; and IMP731 and IMP701 which is in clinical development.
Further, the company develops LAG525, which is in phase II clinical trial to treat solid tumors and blood cancer, triple negative breast cancer, and melanoma; and in phase I to treat triple negative breast cancer.
Immutep has collaboration with Merck & Co., Inc., GlaxoSmithKline, EOC Pharma, Novartis, and Laboratory Corporation of America Holdings.
The company was formerly known as Prima BioMed Ltd and changed its name to Immutep Limited in November 2017.
The company was incorporated in 1987 and is based in Sydney, Australia.",Data/company_logos_stock_analysis\Immutep_Limited_logo.svg,https://stockanalysis.com/stocks/immp/,Australia,1987,Biotechnology,Healthcare,31,Marc Voigt,"Australia Square, Level 32
Sydney, NSW 2000
Australia",61 2 8315 7003,immutep.com,IMMP,NASDAQ,July - June,AUD,0001692528,45257L108,US45257L1089,,,,,,
"Rigel Pharmaceuticals, Inc.","Rigel Pharmaceuticals, Inc., a biotechnology company, engages in discovering, developing, and providing therapies that enhance the lives of patients with hematologic disorders and cancer.
The company’s commercialized products include Tavalisse, an oral spleen tyrosine kinase inhibitor for the treatment of adult patients with chronic immune thrombocytopenia; Rezlidhia, a non-intensive monotherapy for the treatment of adult patients with relapsed or refractory (R/R) acute myeloid leukemia (AML) with a susceptible isocitrate dehydrogenase-1 (IDH1) mutation as detected by an FDA-approved test; and GAVRETO, a once daily, small molecule, oral, kinase inhibitor for the treatment of adult patients with metastatic rearranged during transfection (RET) fusion-positive non-small cell lung cancer, as well as for the treatment of adult and pediatric patients 12 years of age and older with advanced or metastatic RET fusion-positive thyroid cancer.
It also develops R289, an oral IRAK1/4 Inhibitor, which is in Phase 1b clinical trials for the treatment of hematology-oncology, autoimmune, and inflammatory diseases; and a receptor-interacting serine/threonine-protein kinase 1 (RIPK1) inhibitor program in clinical development with partner Eli Lilly and Company.
In addition, the company has product candidates in clinical development with partners BerGenBio ASA and Daiichi Sankyo.
The company has strategic development collaboration with The University of Texas MD Anderson Cancer Center for the development of REZLIDHIA (Olutasidenib) in acute myeloid leukemia (AML) and other hematologic cancers.
The company was incorporated in 1996 and is headquartered in South San Francisco, California.","Data/company_logos_stock_analysis\Rigel_Pharmaceuticals,_Inc._logo.svg",https://stockanalysis.com/stocks/rigl/,United States,1996,Biotechnology,Healthcare,147,Raul Rodriguez,"611 Gateway Blvd, Suite 900
South San Francisco, California 94080
United States",650 624 1100,rigel.com,RIGL,NASDAQ,January - December,USD,0001034842,766559603,US7665596034,2834,"Nov 29, 2000",Common Stock,94-3248524,,
"Rezolute, Inc.","Rezolute, Inc., a late-stage rare disease company, focused on improving outcomes for individuals with hypoglycemia caused by hyperinsulinism in the United States.
The company’s lead product candidate is ersodetug, a human monoclonal antibody that is in Phase 3 clinical trial for the treatment of congenital hyperinsulinism, an ultra-rare pediatric genetic disorder.
It also developing RZ402, an oral plasma kallikrein inhibitor, which is in Phase 2 clinical trial for the chronic treatment of diabetic macular edema.
The company was formerly known as AntriaBio, Inc. and changed its name to Rezolute, Inc. in December 2017.
Rezolute, Inc. was incorporated in 2010 and is headquartered in Redwood City, California.","Data/company_logos_stock_analysis\Rezolute,_Inc._logo.svg",https://stockanalysis.com/stocks/rzlt/,United States,2010,Biotechnology,Healthcare,59,Nevan Elam,"275 Shoreline Drive, Suite 500
Redwood City, California 94065
United States",650 206 4507,rezolutebio.com,RZLT,NASDAQ,July - June,USD,0001509261,76200L309,US76200L3096,2834,,Common Stock,27-3440894,,
Silence Therapeutics plc,"Silence Therapeutics plc, a biotechnology company, focuses on the discovery and development novel molecules incorporating short interfering ribonucleic acid (siRNA) to inhibit the expression of specific target genes in hematology, cardiovascular, and rare diseases.
The company’s mRNAi GalNAc Oligonucleotide Discovery platform consists of precision engineered product candidates designed to target specific disease-associated genes in the liver.
The company develops Zerlasiran (SLN360), which is in phase 2 clinical trial for cardiovascular disease associated with elevated lipoprotein(a); and Divesiran (SLN124), an siRNA molecule that is in Phase I clinical trials for the treatment of genetic hematological conditions, including polycythemia vera.
It is also developing SLN-COMP-1 and SLN-COMP-2 for complement-mediated diseases; and SLN-HAN-1 and SLN-HAN-2.
It has collaboration agreements with AstraZeneca PLC to discover, develop, and commercialize siRNA therapeutics for the treatment of cardiovascular, renal, metabolic, and respiratory diseases; Hansoh Pharmaceutical Group Company Limited to develop siRNAs; and Mallinckrodt Pharma IP Trading DAC to develop and commercialize RNAi drug targets designed to silence the complement cascade in complement-mediated disorders.
The company was formerly known as SR Pharma plc and changed its name to Silence Therapeutics plc in May 2007.
Silence Therapeutics plc was incorporated in 1994 and is headquartered in London, the United Kingdom.",Data/company_logos_stock_analysis\Silence_Therapeutics_plc_logo.svg,https://stockanalysis.com/stocks/sln/,United Kingdom,1994,Biotechnology,Healthcare,109,Craig Tooman,"72 Hammersmith Road
London, W14 8TH
United Kingdom",44 20 3457 6900,silence-therapeutics.com,SLN,NASDAQ,January - December,GBP,0001479615,82686Q101,US82686Q1013,2834,,,,,
"iTeos Therapeutics, Inc.","Iteos Therapeutics, Inc., a clinical-stage biopharmaceutical company, engages in the discovery and development of immuno-oncology therapeutics for patients with cancer.
The company’s lead antibody product candidate, belrestotug, an antagonist of TIGIT or T-cell immunoreceptor with Ig and ITIM domains, which is in Phase 1b clinical trial, as well as used to engage the Fc gamma receptor, or FcγR to activate dendritic cells, natural killer cells, and macrophages and to promote antibody-dependent cellular cytotoxicity, or ADCC activity.
Its product pipeline also includes inupadenant, a next-generation A2AR antagonists that is in Phase 1/2a clinical trials to overcome the specific adenosine-mediated immunosuppression found in tumor microenvironment; and EOS-984, a small molecule targeting equilibrative nucleoside transporter 1 (ENT1) to inhibit the immunosuppressive activity of adenosine and restore immune cell proliferation is in Phase 1 clinical trials.
Iteos Therapeutics, Inc. was founded in 2011 and is headquartered in Watertown, Massachusetts.","Data/company_logos_stock_analysis\iTeos_Therapeutics,_Inc._logo.svg",https://stockanalysis.com/stocks/itos/,United States,2011,Biotechnology,Healthcare,157,Michel Detheux,"321 Arsenal Street, Suite 301
Watertown, Massachusetts 02472
United States",339 217 0161,iteostherapeutics.com,ITOS,NASDAQ,January - December,USD,0001808865,46565G104,US46565G1040,2836,"Jul 24, 2020",Common Stock,,$19.00,
"Aquestive Therapeutics, Inc.","Aquestive Therapeutics, Inc. operates as a pharmaceutical company in the United States and internationally.
The company markets Sympazan, an oral soluble film formulation of clobazam for the treatment of lennox-gastaut syndrome; Suboxone, a sublingual film formulation of buprenorphine and naloxone for the treatment of opioid dependence; Zuplenz, an oral soluble film formulation of ondansetron for the treatment of nausea and vomiting associated with chemotherapy and post-operative recovery; and Azstarys, a once-daily product for the treatment of attention deficit hyperactivity disorder.
Its proprietary product candidates comprise Libervant, a buccal soluble film formulation of diazepam for the treatment of seizures; KYNMOBI, a sublingual film formulation of apomorphine for the treatment of episodic off-periods in Parkinson’s disease; and Exservan, an oral soluble film formulation of riluzole for the treatment of amyotrophic lateral sclerosis.
The company’s proprietary pipeline of complex molecule product includes AQST-108, a sublingual film formulation delivering systemic epinephrine for the treatment of conditions other than anaphylaxis; and Anaphylm, an epinephrine sublingual film for the emergency treatment of allergic reactions, including anaphylaxis.
In addition, it develops Adrenaverse, an epinephrine prodrug platform. The company was incorporated in 2004 and is headquartered in Warren, New Jersey.","Data/company_logos_stock_analysis\Aquestive_Therapeutics,_Inc._logo.svg",https://stockanalysis.com/stocks/aqst/,United States,2004,Drug Manufacturers - Specialty & Generic,Healthcare,135,Daniel Barber,"30 Technology Drive
Warren, New Jersey 07059
United States",908 941 1900,aquestive.com,AQST,NASDAQ,January - December,USD,0001398733,03843E104,US03843E1047,2834,"Jul 25, 2018",Common Stock,20-8623253,,
"Lexicon Pharmaceuticals, Inc.","Lexicon Pharmaceuticals, Inc., a biopharmaceutical company, focuses on the discovery, development, and commercialization of pharmaceutical products.
Its orally-delivered small molecule drug candidates under development comprise Sotagliflozin that completed Phase III clinical trials for the for the treatment of heart failure and type 1 diabetes; and LX9211, which is in Phase II clinical development for the treatment of neuropathic pain and LX2761, which is in Phase I clinical development for gastrointestinal tract.
Lexicon Pharmaceuticals, Inc. has strategic collaboration and license agreements with Bristol-Myers Squibb Company and Genentech, Inc. The company was incorporated in 1995 and is headquartered in The Woodlands, Texas.","Data/company_logos_stock_analysis\Lexicon_Pharmaceuticals,_Inc._logo.svg",https://stockanalysis.com/stocks/lxrx/,United States,1995,Biotechnology,Healthcare,285,Michael Exton,"2445 Technology Forest Boulevard, 11th Floor
The Woodlands, Texas 77381
United States",281 863 3000,lexpharma.com,LXRX,NASDAQ,January - December,USD,0001062822,528872302,US5288723027,2834,"Apr 7, 2000",,76-0474169,,
"Atea Pharmaceuticals, Inc.","Atea Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, discovers, develops, and commercializes antiviral therapeutics for patients with viral infections.
Its lead product candidate is AT-527, an oral antiviral candidate that is in Phase 3 SUNRISE-3 clinical trial for the treatment of patients with COVID-19.
The company also develops bemnifosbuvir in combination with ruzasvir, which is in Phase 2 clinical trial, for the treatment of hepatitis C virus (HCV); and a protease inhibitor for the treatment of COVID-19.
It has a license agreement with MSD International GmbH for the development, manufacture, and commercialization of Ruzasvir, an NS5A inhibitor, for the treatment of HCV.
Atea Pharmaceuticals, Inc. was incorporated in 2012 and is headquartered in Boston, Massachusetts.","Data/company_logos_stock_analysis\Atea_Pharmaceuticals,_Inc._logo.svg",https://stockanalysis.com/stocks/avir/,United States,2012,Biotechnology,Healthcare,75,Jean-Pierre Sommadossi,"225 Franklin Street, Suite 2100
Boston, Massachusetts 02110
United States",857 284 8891,ateapharma.com,AVIR,NASDAQ,January - December,USD,0001593899,04683R106,US04683R1068,2834,"Oct 30, 2020",Common Stock,46-0574869,$24.00,
Bright Minds Biosciences Inc.,"Bright Minds Biosciences Inc., a biotechnology company, develops therapeutics to improve the lives of patients with severe and life-altering diseases in the United States.
Its portfolio of selective 5-HT receptor agonists includes 5-HT2C, 5-HT2A, and 5-HT2C/A for the treatment of epilepsy, pain, and neuropsychiatry; and BMB-101 which completes phase 1 trial for undisclosed seizure disorder.
The company also develops BMB-201 and BMB-202 for the treatment of neuropsychiatry and neurology indications.
Bright Minds Biosciences Inc. has collaboration with National Institutes of Health for the treatment of epilepsy; University of Texas Medical Branch to treat impulse control disorders, such as binge eating; and Medical College of Wisconsin.
The company was founded in 2017 and is headquartered in New York, New York.",Data/company_logos_stock_analysis\Bright_Minds_Biosciences_Inc._logo.svg,https://stockanalysis.com/stocks/drug/,United States,2019,Biotechnology,Healthcare,,Ian McDonald,"19 Vestry Street
New York, New York 10013
United States",647 865 8622,brightmindsbio.com,DRUG,NASDAQ,October - September,CAD,0001827401,10919W108,CA10919W4056,2834,,,,,
AC Immune SA,"AC Immune SA, a clinical stage biopharmaceutical company, discovers, designs, and develops medicines and diagnostic products for the prevention and treatment of neurodegenerative diseases associated with protein misfolding.
The company’s SupraAntigen and Morphomer platforms are designed to generate biologics and small molecules, which selectively interact with misfolded proteins that are common in a range of neurodegenerative diseases.
It is developing Crenezumab, a humanized, conformation-specific monoclonal antibody used to slow Alzheimer’s disease (AD) progression; and Semorinemab, an investigational monoclonal anti-Tau antibody that targets the N-terminal portion of the Tau protein and is designed to bind to Tau and slow its spread between neurons for the treatment of AD.
The company is also developing ACI-24.060 for the treatment of down syndrome-related AD; ACI-7104.056, to treat Parkinson’s disease; and ACI-35.030, designs to stimulate a patient’s immune system to produce antibodies against pathological phosphorylated Tau.
In addition, it is developing diagnostic programs, consisting of PI-2620, a Tau diagnostic for AD, as well as non-AD Tauopathies; and ACI-12589, a-sync PET tracer that supports the differential diagnosis of multiple system atrophy from other neurodegenerative disease.
Further, the company is researching and developing Morphomer Tau aggregation inhibitors to evaluate candidates in AD and NeuroOrphan Tauopathies.
Additionally, it has discovery and preclinical stage molecules targeting range of neurodegenerative diseases, which include diagnostics targeting TDP-43, alpha-synuclein, and NLRP3.
The company has license agreements and collaborations with Genentech, Inc.; Janssen Pharmaceuticals, Inc.; Life Molecular Imaging SA; and Eli Lilly and Company.
AC Immune SA was incorporated in 2003 and is headquartered in Lausanne, Switzerland.",Data/company_logos_stock_analysis\AC_Immune_SA_logo.svg,https://stockanalysis.com/stocks/aciu/,Switzerland,2003,Biotechnology,Healthcare,161,Andrea Pfeifer,"Building B, EPFL Innovation Park
Lausanne, 1015
Switzerland",41 21 345 91 21,acimmune.com,ACIU,NASDAQ,January - December,CHF,0001651625,H00263105,CH0329023102,2834,"Sep 23, 2016",,,,
Vanda Pharmaceuticals Inc.,"Vanda Pharmaceuticals Inc., a biopharmaceutical company, focuses on the development and commercialization of therapies to address high unmet medical needs worldwide.
The company’s marketed products include HETLIOZ to treat non-24-hour sleep-wake disorders; and Fanapt oral tablets for the treatment of schizophrenia.
Its pipeline products include HETLIOZ (tasimelteon) to treat jet lag disorder, insomnia, delayed sleep phase disorder, sleep disturbances in autism spectrum disorder, and pediatric Non-24; Fanapt (iloperidone) for the treatment of bipolar I disorder and Parkinson’s disease psychosis, as well as a long acting injectable (LAI) formulation to treat schizophrenia; and Tradipitant (VLY-686), a small molecule neurokinin-1 receptor (NK-1R) antagonist to treat gastroparesis, motion sickness, atopic dermatitis, and COVID-19 pneumonia.
The company’s pipeline products also include VTR-297, a small molecule histone deacetylase inhibitor to treat hematologic malignancies and with potential use as a treatment for various oncology indications; VQW-765, a small molecule nicotinic acetylcholine receptor partial agonist to treat performance anxiety and psychiatric disorders; VHX-896, an active metabolite of iloperidone; and antisense oligonucleotide molecules.
In addition, it offers a portfolio of cystic fibrosis transmembrane conductance regulator activators and inhibitors that include VSJ-110 for the treatment of dry eye and ocular inflammation; and VPO-227 for the treatment of secretory diarrhea disorders comprising cholera.
Vanda Pharmaceuticals Inc. was incorporated in 2002 and is headquartered in Washington, the District of Columbia.",Data/company_logos_stock_analysis\Vanda_Pharmaceuticals_Inc._logo.svg,https://stockanalysis.com/stocks/vnda/,United States,2002,Biotechnology,Healthcare,203,Mihael Polymeropoulos,"2200 Pennsylvania Avenue NW, Suite 300E
Washington, District of Columbia 20037
United States",202 734 3400,vandapharma.com,VNDA,NASDAQ,January - December,USD,0001347178,921659108,US9216591084,2834,"Apr 12, 2006",Common Stock,03-0491827,,
"Candel Therapeutics, Inc.","Candel Therapeutics, Inc., a clinical stage biopharmaceutical company, engages in the development immunotherapies for the cancer patients.
It develops CAN-2409, which is in Phase II clinical trials for the treatment of pancreatic cancer; Phase III clinical trials for the treatment of prostate cancer; and Phase II clinical trials for the treatment of lung cancer, as well as has completed Phase Ib/II clinical trials for the treatment of high-grade glioma.
The company also develops CAN-3110, which is in Phase I clinical trials for the treatment of recurrent high-grade glioma.
It also develops the enLIGHTEN Discovery Platform, a systematic, iterative HSV-based discovery platform leveraging human biology and advanced analytics to create new viral immunotherapies for solid tumors.
The company was formerly known as Advantagene, Inc. and changed its name to Candel Therapeutics, Inc. in November 2020.
Candel Therapeutics, Inc. was incorporated in 2003 and is headquartered in Needham, Massachusetts.","Data/company_logos_stock_analysis\Candel_Therapeutics,_Inc._logo.svg",https://stockanalysis.com/stocks/cadl/,United States,1999,Biotechnology,Healthcare,42,Paul-Peter Tak,"117 Kendrick Street, Suite 450
Needham, Massachusetts 02494
United States",617 916 5445,candeltx.com,CADL,NASDAQ,January - December,USD,0001841387,137404109,US1374041093,2836,"Jul 27, 2021",Common Stock,52-2214851,$8.00,
"Cidara Therapeutics, Inc.","Cidara Therapeutics, Inc., a biotechnology company, focuses on developing targeted therapies for patients facing cancers and other serious diseases.
The company’s product includes rezafungin acetate, a novel molecule in the echinocandin class of antifungals for the treatment and prevention of invasive fungal infections, including candidemia and invasive candidiasis, which are fungal infections associated with high mortality rates.
It also develops its Cloudbreak platform that enables development of novel drug-Fc conjugates, that includes CD388, a potent antiviral designed to deliver universal prevention and treatment of seasonal and pandemic influenza, which is in Phase 1 and Phase 2a clinical trials.
The company was formerly known as K2 Therapeutics, Inc. and changed its name to Cidara Therapeutics, Inc. in July 2014.
The company was incorporated in 2012 and is based in San Diego, California.","Data/company_logos_stock_analysis\Cidara_Therapeutics,_Inc._logo.svg",https://stockanalysis.com/stocks/cdtx/,United States,2012,Biotechnology,Healthcare,69,Jeffrey Stein,"6310 Nancy Ridge Drive, Suite 101
San Diego, California 92121
United States",858 752 6170,cidara.com,CDTX,NASDAQ,January - December,USD,0001610618,171757107,US1717571079,2836,"Apr 15, 2015",,46-1537286,,
Canopy Growth Corporation,"Canopy Growth Corporation, together with its subsidiaries, engages in the production, distribution, and sale of cannabis and hemp-based products for recreational and medical purposes primarily in the United States, Canada, Germany, and internationally.
It operates through Canada Cannabis, International Markets Cannabis, and Storz & Bickel segments. The company offers dried flower, pre-rolled joints, oils, softgel capsules, infused beverages, edibles comprising gummies, and topical formats, as well as vaporizer devices.
It sells its products under the Tweed, 7ACRES, DOJA, Deep Space, HiWay, Maitri, Twd., Vert, Spectrum Therapeutics, Canopy Medical, Storz & Bickel, Martha Stewart, and Wana brands.
The company was formerly known as Tweed Marijuana Inc. and changed its name to Canopy Growth Corporation in September 2015.
Canopy Growth Corporation was incorporated in 2009 and is headquartered in Smiths Falls, Canada.",Data/company_logos_stock_analysis\Canopy_Growth_Corporation_logo.svg,https://stockanalysis.com/stocks/cgc/,Canada,2009,Drug Manufacturers - Specialty & Generic,Healthcare,"1,029",Luc Mongeau,"1 Hershey Drive
Smiths Falls, ON K7A 0A8
Canada",855 558 9333,canopygrowth.com,CGC,NASDAQ,April - March,CAD,0001737927,138035100,CA1380357048,2833,,,,,
"Design Therapeutics, Inc.","Design Therapeutics, Inc. a biopharmaceutical company, researches, designs, develops, and commercializes small molecule therapeutic drugs for the treatment of genetic diseases in the United States.
The company utilizes its GeneTAC platform to design and develop therapeutic candidates for inherited diseases caused by nucleotide repeat expansion.
Its lead product candidates for potentially disease-modifying treatment comprises Friedreich Ataxia, a monogenic, autosomal recessive, progressive multi-system disease that affects organ systems dependent on mitochondrial function that brings to neurological, cardiac, and metabolic dysfunction; Myotonic Dystrophy Type-1, a dominantly-inherited, monogenic progressive neuromuscular disease affecting skeletal muscle, heart, brain, and other organs; Fuchs Endothelial Corneal Dystrophy, a genetic eye disease characterized by bilateral degeneration of corneal endothelial cells and progressive loss of vision; and Huntington's Disease, a dominantly inherited, monogenic neurodegenerative disease characterized by movement, cognitive, and psychiatric disorders.
Design Therapeutics, Inc. was incorporated in 2017 and is headquartered in Carlsbad, California.","Data/company_logos_stock_analysis\Design_Therapeutics,_Inc._logo.svg",https://stockanalysis.com/stocks/dsgn/,United States,2017,Biotechnology,Healthcare,58,Pratik Shah,"6005 Hidden Valley Road, Suite 110
Carlsbad, California 92011
United States",858 293 4900,designtx.com,DSGN,NASDAQ,January - December,USD,0001807120,25056L103,US25056L1035,2834,"Mar 26, 2021",Common Stock,82-3929248,$20.00,
Benitec Biopharma Inc.,"Benitec Biopharma Inc., a clinical-stage biotechnology company, focuses on the development of novel genetic medicines.
The company develops DNA-directed RNA interference-based therapeutics for chronic and life-threatening human conditions.
It is developing BB-301, an adeno-associated virus based gene therapy agent for treating oculopharyngeal muscular dystrophy.
Benitec Biopharma Inc. was incorporated in 1995 and is headquartered in Hayward, California.",Data/company_logos_stock_analysis\Benitec_Biopharma_Inc._logo.svg,https://stockanalysis.com/stocks/bntc/,United States,1995,Biotechnology,Healthcare,16,Jerel Banks,"3940 Trust Way
Hayward, California 94545
United States",510 780 0819,benitec.com,BNTC,NASDAQ,July - June,USD,0001552795,08205P100,US08205P2092,2834,,,,,
"C4 Therapeutics, Inc.","C4 Therapeutics, Inc., a clinical-stage biopharmaceutical company, develops novel therapeutic candidates to degrade disease-causing proteins for the treatment of cancer, neurodegenerative conditions, and other diseases.
Its lead product candidate is CFT7455, an orally bioavailable MonoDAC degrader of protein that is in Phase 1/2 trial targeting IKZF1 and IKZF3 for multiple myeloma and non-Hodgkin lymphomas, including peripheral T-cell lymphoma and mantle cell lymphoma, currently under Phase 1/2 clinical trials.
The company is also developing CFT1946, an orally bioavailable BiDAC degrader targeting V600X mutant BRAF to treat melanoma, non-small cell lung cancer (NSCLC), colorectal cancer, and other solid malignancies, currently under Phase 1/2 clinical trials; and CFT8919, an orally bioavailable, allosteric, and mutant-selective BiDAC degrader of epidermal growth factor receptor, or EGFR, with an L858R mutation in NSCLC.
It has strategic collaborations with F. Hoffmann-La Roche Ltd and Hoffmann-La Roche Inc.; Biogen MA, Inc.; Betta Pharmaceuticals, Co., Ltd.; and Merck Sharp & Dohme, LLC, as well as Calico Life Sciences LLC.
The company was incorporated in 2015 and is headquartered in Watertown, Massachusetts.","Data/company_logos_stock_analysis\C4_Therapeutics,_Inc._logo.svg",https://stockanalysis.com/stocks/cccc/,United States,2015,Biotechnology,Healthcare,145,Andrew Hirsch,"490 Arsenal Way, Suite120
Watertown, Massachusetts 02472
United States",617 231 0700,c4therapeutics.com,CCCC,NASDAQ,January - December,USD,0001662579,12529R107,US12529R1077,2836,"Oct 2, 2020",Common Stock,47-5617627,$19.00,
